p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
2.03268297289e-05	0.0088624977618	GO:0071674	b	3	mononuclear cell migration	3958; 5919; 6376; 7057; 9353	ENSG00000145147; ENSG00000131981; ENSG00000137801; ENSG00000106538; ENSG00000006210	16	6
2.03268297289e-05	0.0157329662102	GO:0071675	b	5	regulation of mononuclear cell migration	3958; 5919; 6376; 7057; 9353	ENSG00000145147; ENSG00000131981; ENSG00000137801; ENSG00000106538; ENSG00000006210	14	6
0.000151682142062	0.0330667069694	GO:0033555	b	3	multicellular organismal response to stress	150; 706; 773; 1312; 1910; 2788; 3620; 3956; 4192; 5530; 6335; 7057	ENSG00000141837; ENSG00000131203; ENSG00000136160; ENSG00000150594; ENSG00000100300; ENSG00000100097; ENSG00000137801; ENSG00000169432; ENSG00000138814; ENSG00000110492; ENSG00000093010; ENSG00000176533	76	44
0.000314386125679	0.142366904654	GO:0010043	b	4	response to zinc ion	706; 445; 4493; 4494; 4495; 4496; 4501; 4502	ENSG00000187193; ENSG00000169715; ENSG00000130707; ENSG00000205358; ENSG00000198417; ENSG00000100300; ENSG00000125144; ENSG00000125148	46	23
0.000346027545101	0.142366904654	GO:0048246	b	4	macrophage chemotaxis	1910; 3958; 5919; 6376; 7057	ENSG00000131981; ENSG00000137801; ENSG00000136160; ENSG00000106538; ENSG00000006210	24	9
0.000356741890223	0.138059111516	GO:0071248	b	5	cellular response to metal ion	706; 811; 891; 3725; 3727; 4205; 4493; 4494; 4495; 4496; 4501; 4502; 4884; 7518; 57103; 29957	ENSG00000187193; ENSG00000152422; ENSG00000078237; ENSG00000169715; ENSG00000179218; ENSG00000100300; ENSG00000171246; ENSG00000068305; ENSG00000205358; ENSG00000198417; ENSG00000125148; ENSG00000130522; ENSG00000125144; ENSG00000085491; ENSG00000134057; ENSG00000177606	123	76
0.000503656502312	0.073198078336	GO:1901685	b	3	glutathione derivative metabolic process	2730; 2937; 2941; 2946; 2954; 9446; 119391	ENSG00000100577; ENSG00000213366; ENSG00000148834; ENSG00000065621; ENSG00000170899; ENSG00000023909; ENSG00000100983	27	19
0.000503656502312	0.142366904654	GO:1901687	b	4	glutathione derivative biosynthetic process	2730; 2937; 2941; 2946; 2954; 9446; 119391	ENSG00000100577; ENSG00000213366; ENSG00000148834; ENSG00000065621; ENSG00000170899; ENSG00000023909; ENSG00000100983	27	19
0.000680195165876	0.144201375166	GO:0071241	b	4	cellular response to inorganic substance	706; 811; 891; 3725; 3727; 4205; 4493; 4494; 4495; 4496; 4501; 4502; 4884; 7057; 7518; 57103; 29957	ENSG00000187193; ENSG00000152422; ENSG00000078237; ENSG00000169715; ENSG00000179218; ENSG00000137801; ENSG00000100300; ENSG00000171246; ENSG00000068305; ENSG00000205358; ENSG00000198417; ENSG00000125148; ENSG00000130522; ENSG00000125144; ENSG00000085491; ENSG00000134057; ENSG00000177606	141	88
0.00100521864335	0.163441239198	GO:2000243	b	4	positive regulation of reproductive process	367; 1910; 6662; 6790; 10371; 10519; 23236	ENSG00000136160; ENSG00000075213; ENSG00000185043; ENSG00000087586; ENSG00000125398; ENSG00000182621; ENSG00000169083	36	21
0.00115642386225	0.163441239198	GO:0048265	b	4	response to pain	706; 773; 1312; 1910; 6335; 7057	ENSG00000141837; ENSG00000136160; ENSG00000100300; ENSG00000137801; ENSG00000169432; ENSG00000093010	33	16
0.00176556760613	0.38927984618	GO:0070193	b	5	synaptonemal complex organization	5347; 7320; 9319; 10609; 10734	ENSG00000166851; ENSG00000119048; ENSG00000141696; ENSG00000066923; ENSG00000071539	22	12
0.00205192042736	0.291372700685	GO:0035686	c	3	sperm fibrous sheath	3939; 53340; 26256	ENSG00000154040; ENSG00000064199; ENSG00000134333	10	4
0.00238595525547	0.289041436663	GO:0060841	b	4	venous blood vessel development	659; 2022; 147372; 57493	ENSG00000106991; ENSG00000173706; ENSG00000183287; ENSG00000204217	15	8
0.00238595525547	0.38927984618	GO:0034982	b	5	mitochondrial protein processing	83943; 115209; 23409; 196294	ENSG00000089163; ENSG00000184903; ENSG00000148950; ENSG00000162600	9	8
0.00238595525547	0.185652411396	GO:0004859	m	5	phospholipase inhibitor activity	302; 306; 307; 390940	ENSG00000138772; ENSG00000196975; ENSG00000234465; ENSG00000182718	13	8
0.00242860396435	0.218975409596	GO:0009410	b	3	response to xenobiotic stimulus	1312; 1592; 1595; 2730; 2937; 2941; 2946; 2954; 6819; 7172; 9446; 55902; 57103; 57412; 119391	ENSG00000148834; ENSG00000137364; ENSG00000198203; ENSG00000100577; ENSG00000078237; ENSG00000213366; ENSG00000131069; ENSG00000023909; ENSG00000095596; ENSG00000001630; ENSG00000214435; ENSG00000065621; ENSG00000170899; ENSG00000093010; ENSG00000100983	186	82
0.00267720378221	0.236832265349	GO:0016881	m	4	acid-amino acid ligase activity	2730; 2937; 9039; 89978; 25809	ENSG00000134146; ENSG00000144744; ENSG00000100271; ENSG00000023909; ENSG00000100983	19	13
0.00275177874665	0.218975409596	GO:0006805	b	3	xenobiotic metabolic process	1312; 1592; 1595; 2730; 2937; 2941; 2946; 2954; 6819; 7172; 9446; 55902; 57412; 119391	ENSG00000148834; ENSG00000137364; ENSG00000198203; ENSG00000100577; ENSG00000213366; ENSG00000131069; ENSG00000023909; ENSG00000095596; ENSG00000001630; ENSG00000214435; ENSG00000065621; ENSG00000170899; ENSG00000093010; ENSG00000100983	175	75
0.00281047873809	0.38927984618	GO:0046686	b	5	response to cadmium ion	2937; 4493; 4494; 4495; 4496; 4501; 4519; 7779	ENSG00000187193; ENSG00000198727; ENSG00000170385; ENSG00000169715; ENSG00000205358; ENSG00000198417; ENSG00000125144; ENSG00000100983	40	31
0.00344590079338	0.218975409596	GO:0097529	b	3	myeloid leukocyte migration	1113; 1910; 3958; 4286; 5144; 5919; 6376; 7057; 9353; 83700; 23236; 57118	ENSG00000113448; ENSG00000136160; ENSG00000187098; ENSG00000145147; ENSG00000006210; ENSG00000106538; ENSG00000137801; ENSG00000100604; ENSG00000131981; ENSG00000182621; ENSG00000183049; ENSG00000166086	150	61
0.00353445865301	0.38927984618	GO:0035051	b	5	cardiocyte differentiation	811; 891; 3084; 3280; 650; 4205; 8470; 10533; 144165; 150094; 25776; 27086; 6443	ENSG00000125845; ENSG00000142178; ENSG00000114315; ENSG00000179218; ENSG00000139174; ENSG00000163069; ENSG00000068305; ENSG00000154556; ENSG00000100211; ENSG00000157168; ENSG00000114861; ENSG00000197548; ENSG00000134057	112	69
0.00388670015882	0.38927984618	GO:0036065	b	5	fucosylation	2524; 2530; 7057; 10690; 51006	ENSG00000172461; ENSG00000137801; ENSG00000176920; ENSG00000033170; ENSG00000080189	23	14
0.00399736871593	0.402753295877	GO:0071466	b	4	cellular response to xenobiotic stimulus	1312; 1592; 1595; 2730; 2937; 2941; 2946; 2954; 6819; 7172; 9446; 119391; 55902; 57412	ENSG00000148834; ENSG00000137364; ENSG00000198203; ENSG00000100577; ENSG00000213366; ENSG00000131069; ENSG00000023909; ENSG00000095596; ENSG00000001630; ENSG00000214435; ENSG00000065621; ENSG00000170899; ENSG00000093010; ENSG00000100983	180	78
